Gender,Age,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Response
Female,22,1,< 1 Year,No,34879.0,0
Female,25,1,< 1 Year,No,2630.0,0
Female,40,1,1-2 Year,No,27028.0,0
Female,38,0,1-2 Year,Yes,2630.0,0
Female,28,1,< 1 Year,No,36014.0,0
Female,49,0,> 2 Years,Yes,42075.0,0
Male,31,0,1-2 Year,No,40560.0,0
Female,23,1,< 1 Year,No,51323.0,0
Female,27,1,< 1 Year,No,2630.0,0
Male,73,1,1-2 Year,No,48027.0,0
Male,37,1,1-2 Year,No,41127.0,0
Female,35,1,1-2 Year,No,25196.0,0
Female,25,1,< 1 Year,No,29010.0,0
Male,31,1,< 1 Year,No,33848.0,0
Male,32,0,< 1 Year,Yes,29558.0,0
Male,22,1,< 1 Year,No,37425.0,0
Female,22,1,< 1 Year,No,40877.0,0
Male,22,0,< 1 Year,Yes,37420.0,0
Female,30,1,< 1 Year,No,2630.0,0
Female,45,0,1-2 Year,Yes,2630.0,0
Female,40,0,1-2 Year,Yes,33727.0,1
Male,37,0,1-2 Year,Yes,25377.0,0
Female,23,1,< 1 Year,No,2630.0,0
Male,45,0,1-2 Year,Yes,27206.0,1
Male,31,1,< 1 Year,No,28704.0,0
Male,34,0,1-2 Year,Yes,34129.0,0
Female,43,0,1-2 Year,Yes,51234.0,1
Female,42,0,1-2 Year,Yes,45241.0,1
Female,49,0,1-2 Year,Yes,2630.0,1
Female,47,1,1-2 Year,No,2630.0,0
Male,66,1,1-2 Year,No,23145.0,0
Female,30,1,< 1 Year,No,2630.0,0
Male,35,1,1-2 Year,No,37378.0,0
Female,21,0,< 1 Year,Yes,29589.0,0
Female,24,1,< 1 Year,No,41367.0,0
Male,51,0,1-2 Year,Yes,37352.0,0
Male,21,0,< 1 Year,Yes,26248.0,1
Male,43,0,1-2 Year,Yes,27202.0,0
Female,37,1,1-2 Year,No,23550.0,0
Male,22,1,< 1 Year,No,48009.0,0
Female,26,1,< 1 Year,No,2630.0,0
Male,42,0,> 2 Years,Yes,39170.0,0
Female,63,1,1-2 Year,No,22294.0,0
Female,58,1,1-2 Year,No,27244.0,0
Male,46,0,1-2 Year,Yes,2630.0,0
Male,27,0,< 1 Year,Yes,35865.0,0
Female,22,1,< 1 Year,No,2630.0,0
Male,34,0,1-2 Year,No,31506.0,0
Male,42,1,1-2 Year,No,49116.0,0
Female,40,0,1-2 Year,Yes,36628.0,0
Female,39,1,1-2 Year,No,34521.0,0
Male,26,0,< 1 Year,Yes,2630.0,0
Female,22,1,< 1 Year,No,23148.0,0
Female,36,0,1-2 Year,Yes,39278.0,1
Male,24,1,< 1 Year,No,22124.0,0
Female,26,1,< 1 Year,No,37891.0,0
Female,22,1,< 1 Year,No,31921.0,0
Male,36,1,1-2 Year,Yes,48000.0,0
Female,68,1,1-2 Year,No,47589.0,0
Male,30,0,< 1 Year,Yes,51429.0,1
Female,21,0,< 1 Year,Yes,29584.0,0
Male,26,1,< 1 Year,No,20994.0,0
Female,47,0,1-2 Year,Yes,40106.0,0
Male,20,1,< 1 Year,No,36693.0,0
Male,23,1,< 1 Year,No,31892.0,0
Female,24,1,< 1 Year,No,30725.0,0
Female,21,1,< 1 Year,No,51964.0,0
Female,74,0,1-2 Year,Yes,2630.0,0
Male,48,1,1-2 Year,Yes,31420.0,0
Male,46,0,1-2 Year,Yes,39756.0,1
Male,23,1,< 1 Year,No,35518.0,0
Male,20,1,< 1 Year,No,26340.0,0
Male,50,1,1-2 Year,No,44920.0,0
Female,39,1,1-2 Year,No,36097.0,0
Male,62,0,1-2 Year,Yes,25035.0,1
Female,42,0,1-2 Year,Yes,20300.0,0
Female,70,0,1-2 Year,Yes,30281.0,0
Female,26,1,< 1 Year,No,2630.0,0
Female,21,1,< 1 Year,No,31656.0,0
Female,29,1,< 1 Year,No,27067.0,0
Male,24,1,< 1 Year,No,26049.0,0
Female,21,0,< 1 Year,Yes,33249.0,0
Male,49,1,1-2 Year,No,43502.0,0
Female,38,0,1-2 Year,Yes,35996.0,1
Female,68,1,1-2 Year,No,2630.0,0
Female,40,0,1-2 Year,Yes,27120.0,0
Male,45,0,1-2 Year,Yes,31018.0,1
Male,55,0,1-2 Year,Yes,43893.0,1
Male,24,1,< 1 Year,No,20589.0,0
Male,21,1,< 1 Year,No,27617.0,0
Male,39,0,> 2 Years,Yes,30797.0,0
Female,22,0,< 1 Year,Yes,31697.0,0
Male,32,0,1-2 Year,Yes,47660.0,1
Female,34,1,1-2 Year,No,19741.0,0
Male,34,0,1-2 Year,Yes,51511.0,1
Male,52,0,1-2 Year,Yes,2630.0,0
Female,41,1,1-2 Year,No,24399.0,0
Female,30,1,< 1 Year,No,32106.0,0
Female,23,1,< 1 Year,No,22778.0,0
Male,67,0,1-2 Year,Yes,28715.0,0
Female,45,1,1-2 Year,No,30127.0,0
Female,40,0,1-2 Year,Yes,50681.0,0
Female,55,1,1-2 Year,No,2630.0,0
Male,22,1,< 1 Year,No,32466.0,0
Male,35,0,1-2 Year,Yes,47435.0,0
Male,63,0,1-2 Year,Yes,32268.0,0
Male,26,0,1-2 Year,No,50394.0,0
Male,46,0,1-2 Year,Yes,33325.0,1
Male,38,1,1-2 Year,No,22470.0,0
Male,27,1,< 1 Year,No,34403.0,0
Male,39,0,1-2 Year,Yes,26557.0,0
Female,23,1,< 1 Year,No,33767.0,0
Female,26,1,< 1 Year,No,30353.0,0
Female,30,0,1-2 Year,Yes,32583.0,0
Female,68,1,1-2 Year,No,31730.0,0
Female,41,1,1-2 Year,No,2630.0,0
Female,29,1,< 1 Year,No,2630.0,0
Male,40,1,1-2 Year,No,43257.0,0
Male,23,0,< 1 Year,No,23932.0,0
Female,35,0,1-2 Year,Yes,2630.0,1
Male,51,0,1-2 Year,Yes,38059.0,1
Male,43,0,1-2 Year,Yes,47099.0,1
Female,50,0,1-2 Year,No,30712.0,0
Male,32,1,< 1 Year,No,32398.0,0
Male,34,0,1-2 Year,Yes,39414.0,0
Female,24,1,< 1 Year,No,25654.0,0
Male,43,0,1-2 Year,Yes,49816.0,0
Male,28,1,< 1 Year,No,31588.0,0
Male,29,0,1-2 Year,Yes,2630.0,1
Female,50,1,1-2 Year,No,35663.0,0
Male,22,1,< 1 Year,No,52147.0,0
Female,24,0,< 1 Year,No,2630.0,0
Male,20,1,< 1 Year,No,2630.0,0
Female,46,0,1-2 Year,Yes,57443.0,1
Female,40,0,1-2 Year,Yes,30306.0,0
Female,37,1,1-2 Year,No,28152.0,0
Male,33,1,1-2 Year,No,34667.0,0
Male,53,0,1-2 Year,Yes,24903.0,0
Male,44,1,1-2 Year,No,28510.0,0
Male,25,1,< 1 Year,No,32620.0,0
Female,41,0,1-2 Year,No,43017.0,0
Male,54,1,1-2 Year,No,28627.0,0
Female,21,1,< 1 Year,No,45628.0,0
Male,24,1,< 1 Year,No,2630.0,0
Female,25,1,< 1 Year,No,22645.0,0
Female,24,1,< 1 Year,No,30954.0,0
Female,25,1,< 1 Year,No,34412.0,0
Male,77,0,1-2 Year,Yes,29641.0,0
Female,23,1,< 1 Year,No,38562.0,0
Female,34,0,1-2 Year,Yes,48454.0,0
Male,31,0,< 1 Year,Yes,2630.0,0
Female,25,1,< 1 Year,No,29597.0,0
Female,36,0,1-2 Year,Yes,2630.0,0
Female,24,0,< 1 Year,Yes,28802.0,0
Female,22,1,< 1 Year,No,62010.0,0
Female,21,0,< 1 Year,Yes,19755.0,0
Female,25,1,< 1 Year,No,2630.0,0
Female,23,1,< 1 Year,No,28436.0,0
Male,37,1,1-2 Year,No,41880.0,0
Male,23,1,< 1 Year,No,43869.0,0
Male,73,1,1-2 Year,No,37784.0,0
Female,25,1,< 1 Year,No,35099.0,0
Male,21,1,< 1 Year,No,33301.0,0
Male,66,0,1-2 Year,Yes,27913.0,1
Male,29,1,< 1 Year,No,26513.0,0
Male,21,0,1-2 Year,Yes,27546.0,0
Male,41,1,1-2 Year,No,30467.0,0
Male,34,1,< 1 Year,No,31389.0,0
Male,44,0,1-2 Year,Yes,2630.0,0
Female,54,1,1-2 Year,No,28641.0,0
Male,25,1,< 1 Year,No,29455.0,0
Male,20,0,< 1 Year,Yes,29333.0,0
Male,22,1,< 1 Year,No,48436.0,0
Male,25,0,< 1 Year,Yes,2630.0,0
Female,75,0,1-2 Year,No,45643.0,0
Male,21,0,< 1 Year,Yes,29887.0,0
Female,35,0,1-2 Year,Yes,29166.0,0
Male,41,0,1-2 Year,Yes,30321.0,0
Male,47,0,1-2 Year,Yes,41645.0,1
Male,30,0,< 1 Year,Yes,2630.0,0
Male,35,1,1-2 Year,No,25519.0,0
Male,22,1,< 1 Year,No,30873.0,0
Female,21,0,< 1 Year,Yes,50638.0,0
Female,49,0,1-2 Year,No,42965.0,0
Male,23,1,< 1 Year,No,43694.0,0
Female,49,0,1-2 Year,Yes,2630.0,0
Female,22,0,< 1 Year,Yes,25915.0,0
Male,23,0,< 1 Year,No,46378.0,0
Male,56,0,1-2 Year,Yes,32684.0,0
Female,65,0,1-2 Year,Yes,2630.0,1
Male,33,0,1-2 Year,Yes,28624.0,1
Male,24,1,< 1 Year,No,36958.0,0
Male,26,0,< 1 Year,Yes,2630.0,1
Male,43,0,1-2 Year,Yes,24004.0,1
Male,53,0,1-2 Year,Yes,42493.0,1
Female,23,1,< 1 Year,No,37014.0,0
Male,67,1,1-2 Year,No,47520.0,0
Male,24,0,< 1 Year,Yes,35393.0,0
Male,28,0,< 1 Year,No,35677.0,0
Female,44,1,1-2 Year,No,29985.0,0
Male,42,0,1-2 Year,Yes,45268.0,0
Male,23,0,< 1 Year,No,32945.0,0
Male,43,0,1-2 Year,Yes,35076.0,1
Male,44,0,1-2 Year,Yes,24251.0,1
Male,46,0,1-2 Year,Yes,34221.0,0
Female,63,0,1-2 Year,No,24589.0,0
Female,49,1,1-2 Year,No,31940.0,0
Female,50,0,1-2 Year,Yes,39539.0,1
Male,38,1,1-2 Year,No,23175.0,0
Male,24,1,< 1 Year,No,37769.0,0
Male,46,0,1-2 Year,Yes,34960.0,0
Female,51,0,1-2 Year,Yes,33269.0,1
Female,42,1,1-2 Year,No,2630.0,0
Male,48,0,1-2 Year,Yes,44355.0,1
Female,20,0,< 1 Year,Yes,20846.0,0
Female,36,0,1-2 Year,Yes,30737.0,0
Male,36,1,1-2 Year,No,33372.0,0
Male,26,1,< 1 Year,No,29354.0,0
Male,76,1,1-2 Year,No,42504.0,0
Female,52,0,1-2 Year,Yes,43825.0,0
Female,49,0,1-2 Year,Yes,57559.0,0
Male,52,1,1-2 Year,Yes,2630.0,0
Female,23,1,< 1 Year,No,42263.0,0
Male,24,1,< 1 Year,No,31999.0,0
Male,44,0,1-2 Year,Yes,2630.0,0
Female,22,1,< 1 Year,No,31385.0,0
Female,74,0,1-2 Year,Yes,60274.0,0
Female,60,0,1-2 Year,Yes,35405.0,0
Male,25,1,< 1 Year,No,33016.0,0
Female,31,0,1-2 Year,Yes,2630.0,1
Male,46,0,1-2 Year,Yes,54993.0,0
Male,41,0,1-2 Year,Yes,29989.0,0
Female,22,1,< 1 Year,No,23045.0,0
Male,25,1,< 1 Year,No,50554.0,0
Female,51,1,1-2 Year,No,29549.0,0
Female,25,1,< 1 Year,No,41802.0,0
Female,28,0,< 1 Year,No,25132.0,0
Male,24,1,< 1 Year,No,33973.0,0
Male,25,1,< 1 Year,No,46571.0,0
Female,28,1,< 1 Year,No,30230.0,0
Male,44,1,1-2 Year,No,38749.0,0
Female,44,0,1-2 Year,Yes,32986.0,1
Female,25,0,< 1 Year,Yes,21410.0,0
Female,46,1,1-2 Year,No,43069.0,0
Female,37,0,1-2 Year,Yes,38460.0,1
Female,20,0,< 1 Year,Yes,34494.0,0
Male,24,1,< 1 Year,No,24224.0,0
Male,26,1,< 1 Year,No,22778.0,0
Male,21,1,< 1 Year,No,22396.0,0
Female,22,0,< 1 Year,Yes,14431.0,0
Male,22,1,< 1 Year,No,28015.0,0
Female,47,1,1-2 Year,No,35201.0,0
Male,28,1,< 1 Year,No,25623.0,0
Male,30,1,< 1 Year,No,38471.0,0
Male,28,1,< 1 Year,No,29267.0,0
Female,28,1,< 1 Year,No,35685.0,0
Female,20,1,< 1 Year,No,2630.0,0
Male,75,1,1-2 Year,No,45798.0,0
Female,60,1,1-2 Year,No,2630.0,0
Male,30,0,< 1 Year,Yes,28496.0,1
Female,51,1,1-2 Year,No,39309.0,0
Male,42,0,1-2 Year,Yes,2630.0,0
Female,47,0,1-2 Year,Yes,28579.0,0
Male,23,1,< 1 Year,No,2630.0,0
Male,62,0,1-2 Year,Yes,31525.0,0
Female,54,0,1-2 Year,Yes,33134.0,1
Male,58,0,1-2 Year,Yes,30753.0,0
Male,67,0,1-2 Year,Yes,52223.0,0
Female,34,0,1-2 Year,Yes,39328.0,0
Female,46,1,1-2 Year,No,32426.0,0
Female,22,0,< 1 Year,Yes,39350.0,0
Male,31,1,< 1 Year,No,22936.0,0
Female,61,1,1-2 Year,No,59665.0,0
Male,29,1,< 1 Year,No,24789.0,0
Female,37,0,1-2 Year,Yes,48601.0,0
Female,58,1,1-2 Year,No,45277.0,0
Male,47,1,1-2 Year,No,36809.0,0
Male,26,1,< 1 Year,No,34820.0,0
Female,29,0,1-2 Year,Yes,28306.0,1
Male,22,1,< 1 Year,No,28357.0,0
Male,57,1,1-2 Year,No,30263.0,0
Male,57,0,1-2 Year,Yes,2630.0,1
Female,24,1,< 1 Year,No,22144.0,0
Male,57,1,1-2 Year,Yes,35263.0,0
Female,26,1,< 1 Year,No,2630.0,0
Female,24,1,< 1 Year,No,32325.0,0
Female,37,0,1-2 Year,No,2630.0,0
Female,25,0,< 1 Year,Yes,51699.0,1
Female,22,1,< 1 Year,No,20217.0,0
Male,50,1,1-2 Year,No,28453.0,0
Male,45,0,1-2 Year,Yes,36770.0,0
Male,24,1,< 1 Year,No,32694.0,0
Female,46,0,1-2 Year,Yes,45485.0,1
Male,24,0,< 1 Year,Yes,60495.0,0
Female,56,0,1-2 Year,Yes,26114.0,0
Female,22,1,< 1 Year,No,28856.0,0
Female,28,0,< 1 Year,Yes,25444.0,0
Male,49,0,> 2 Years,Yes,43118.0,1
Female,28,1,< 1 Year,No,19311.0,0
Female,45,0,1-2 Year,Yes,44392.0,1
Male,50,1,1-2 Year,No,26970.0,0
Female,31,0,1-2 Year,Yes,24662.0,1
Male,32,1,< 1 Year,No,35709.0,0
Female,24,1,< 1 Year,No,29693.0,0
Female,40,0,1-2 Year,Yes,34391.0,0
Male,45,0,> 2 Years,Yes,48057.0,1
Female,24,1,< 1 Year,No,29055.0,0
Female,35,0,1-2 Year,Yes,25543.0,1
Male,26,1,< 1 Year,No,24217.0,0
Male,33,1,1-2 Year,No,2630.0,0
Male,48,1,1-2 Year,No,30053.0,0
Female,49,0,1-2 Year,Yes,24730.0,1
Male,24,1,< 1 Year,No,26035.0,0
Male,26,1,< 1 Year,No,29166.0,0
Male,29,1,< 1 Year,No,51970.0,0
Female,21,0,< 1 Year,Yes,26033.0,0
Male,56,1,1-2 Year,No,27401.0,0
Female,57,0,1-2 Year,Yes,2630.0,0
Female,52,1,1-2 Year,No,25546.0,0
Male,24,0,< 1 Year,Yes,25284.0,0
Female,21,0,< 1 Year,Yes,25998.0,0
Female,24,0,< 1 Year,Yes,2630.0,0
Male,27,0,< 1 Year,Yes,30110.0,0
Male,42,0,1-2 Year,Yes,2630.0,0
Female,22,1,< 1 Year,No,43674.0,0
Male,21,0,< 1 Year,Yes,30165.0,0
Male,26,1,< 1 Year,No,33486.0,0
Female,26,1,< 1 Year,No,35098.0,0
Female,41,1,1-2 Year,No,2630.0,0
Female,20,1,< 1 Year,No,38290.0,0
Male,55,0,1-2 Year,Yes,39112.0,0
Male,40,0,1-2 Year,Yes,24054.0,0
Male,45,1,1-2 Year,No,30983.0,0
Female,22,1,< 1 Year,No,28093.0,0
Male,52,0,1-2 Year,Yes,2630.0,0
Male,63,0,1-2 Year,Yes,33363.0,0
Male,41,1,1-2 Year,No,49452.0,0
Female,25,1,< 1 Year,No,33485.0,0
Female,30,1,< 1 Year,No,32250.0,0
Female,30,0,1-2 Year,Yes,35517.0,1
Female,40,0,1-2 Year,Yes,31970.0,0
Female,77,1,1-2 Year,No,24386.0,0
Male,45,0,1-2 Year,Yes,34567.0,0
Female,23,1,< 1 Year,No,24164.0,0
Female,24,0,< 1 Year,Yes,38381.0,0
Female,27,0,1-2 Year,Yes,2630.0,0
Female,41,0,1-2 Year,Yes,41167.0,1
Male,22,1,< 1 Year,No,40179.0,0
Female,36,0,1-2 Year,Yes,2630.0,1
Male,29,1,< 1 Year,No,32406.0,0
Female,23,1,< 1 Year,No,19868.0,0
Male,34,0,< 1 Year,No,2630.0,1
Female,33,0,< 1 Year,Yes,33735.0,0
Female,25,0,< 1 Year,Yes,36754.0,0
Female,69,0,1-2 Year,Yes,35200.0,0
Female,63,1,1-2 Year,No,30923.0,0
Male,20,0,< 1 Year,Yes,2630.0,1
Female,26,1,< 1 Year,No,2630.0,0
Female,44,1,1-2 Year,No,44698.0,0
Male,23,1,< 1 Year,No,34838.0,0
Male,24,1,< 1 Year,No,36776.0,0
Male,40,0,1-2 Year,Yes,41063.0,0
Female,26,1,< 1 Year,No,34464.0,0
Male,49,0,1-2 Year,Yes,35504.0,1
Male,22,1,< 1 Year,No,2630.0,0
Male,43,0,1-2 Year,Yes,2630.0,1
Male,45,1,1-2 Year,No,2630.0,0
Female,58,0,1-2 Year,Yes,29501.0,1
Female,34,0,1-2 Year,Yes,32543.0,0
Male,59,0,1-2 Year,Yes,45112.0,0
Male,24,0,< 1 Year,Yes,25013.0,0
Female,20,0,< 1 Year,Yes,31454.0,0
Male,46,0,> 2 Years,Yes,38295.0,1
Male,33,0,1-2 Year,No,32121.0,1
Male,50,1,1-2 Year,No,41618.0,0
Male,63,1,1-2 Year,No,45275.0,0
Female,28,1,< 1 Year,No,24729.0,0
Female,35,0,1-2 Year,Yes,35314.0,0
Male,23,0,< 1 Year,Yes,2630.0,0
Female,51,1,1-2 Year,No,32940.0,0
Female,41,0,1-2 Year,No,59472.0,0
Male,33,0,< 1 Year,Yes,39538.0,0
Male,57,1,1-2 Year,Yes,30748.0,0
Female,39,0,1-2 Year,Yes,2630.0,0
Female,22,1,< 1 Year,No,34580.0,0
Female,68,1,1-2 Year,No,35183.0,0
Female,26,1,< 1 Year,No,32473.0,0
Male,50,0,1-2 Year,Yes,29099.0,1
Female,27,1,< 1 Year,No,42028.0,0
Female,23,0,< 1 Year,No,2630.0,0
Male,23,1,< 1 Year,No,36030.0,0
Female,28,1,< 1 Year,No,28623.0,0
Male,33,1,< 1 Year,No,32190.0,0
Male,55,0,1-2 Year,Yes,46477.0,0
Female,50,1,1-2 Year,No,41641.0,0
Female,47,1,1-2 Year,No,34498.0,0
Female,48,0,1-2 Year,Yes,33878.0,0
Female,45,0,1-2 Year,Yes,38609.0,1
Male,45,0,1-2 Year,Yes,2630.0,0
Male,48,0,1-2 Year,Yes,35451.0,0
Male,47,1,1-2 Year,No,21450.0,0
Female,23,1,< 1 Year,No,22425.0,0
Female,43,0,1-2 Year,Yes,40654.0,1
Female,64,0,> 2 Years,Yes,2630.0,0
Female,40,1,1-2 Year,No,2630.0,0
Female,71,1,1-2 Year,No,24336.0,0
Female,42,0,1-2 Year,Yes,2630.0,1
Female,47,0,1-2 Year,Yes,42324.0,0
Female,26,1,< 1 Year,No,24541.0,0
Male,58,0,1-2 Year,No,2630.0,0
Female,56,1,< 1 Year,No,2630.0,0
Male,41,0,1-2 Year,Yes,2630.0,0
Female,27,0,< 1 Year,No,28006.0,0
Female,24,1,< 1 Year,No,28979.0,0
Male,50,1,1-2 Year,No,2630.0,0
Male,65,1,1-2 Year,No,31309.0,0
Female,23,1,< 1 Year,No,31123.0,0
Male,44,0,1-2 Year,Yes,28806.0,1
Male,38,0,1-2 Year,Yes,30170.0,1
Female,72,1,1-2 Year,No,26692.0,0
Male,28,1,< 1 Year,No,45670.0,0
Male,48,1,1-2 Year,No,2630.0,0
Male,31,1,< 1 Year,No,2630.0,0
Female,57,0,> 2 Years,Yes,46713.0,1
Female,25,1,< 1 Year,No,29995.0,0
Male,23,1,< 1 Year,No,16480.0,0
Female,25,1,< 1 Year,No,21880.0,0
Male,23,1,< 1 Year,No,2630.0,0
Male,37,1,1-2 Year,No,41032.0,0
Female,24,1,< 1 Year,No,32025.0,0
Female,21,1,< 1 Year,No,37165.0,0
Male,45,0,1-2 Year,Yes,27435.0,0
Male,24,1,< 1 Year,No,54012.0,0
Male,22,1,< 1 Year,No,29017.0,0
Male,24,1,< 1 Year,No,25722.0,0
Female,27,1,< 1 Year,No,45981.0,0
Female,40,1,1-2 Year,No,2630.0,0
Male,44,1,1-2 Year,No,27377.0,0
Male,52,0,1-2 Year,No,31160.0,0
Female,54,0,1-2 Year,Yes,2630.0,1
Female,78,1,1-2 Year,No,40324.0,0
Female,22,1,< 1 Year,No,28212.0,0
Female,21,1,< 1 Year,No,29637.0,0
Male,57,1,1-2 Year,No,34277.0,0
Female,45,0,1-2 Year,Yes,56631.0,1
Male,25,1,< 1 Year,No,35568.0,0
Male,25,1,< 1 Year,No,37201.0,0
Male,40,0,1-2 Year,Yes,23498.0,0
Female,20,0,< 1 Year,Yes,35506.0,0
Female,23,1,< 1 Year,No,18136.0,0
Female,21,0,< 1 Year,Yes,33293.0,0
Female,56,0,1-2 Year,Yes,32532.0,0
Female,77,0,1-2 Year,Yes,29552.0,0
Female,52,1,1-2 Year,No,42772.0,0
Female,57,0,1-2 Year,Yes,31755.0,1
Female,24,0,< 1 Year,No,29848.0,0
Male,47,1,1-2 Year,No,31779.0,0
Male,28,0,< 1 Year,Yes,24650.0,0
Male,26,0,1-2 Year,No,33347.0,0
Female,55,0,1-2 Year,Yes,29341.0,0
Female,66,0,1-2 Year,Yes,2630.0,1
Male,23,0,< 1 Year,Yes,43707.0,0
Male,49,1,1-2 Year,No,36922.0,0
Female,31,0,1-2 Year,Yes,23970.0,1
Female,35,0,1-2 Year,Yes,20882.0,0
Female,20,1,< 1 Year,No,25380.0,0
Female,49,0,1-2 Year,Yes,24778.0,0
Male,52,0,1-2 Year,Yes,36135.0,0
Female,25,0,< 1 Year,Yes,20280.0,0
Male,57,1,1-2 Year,No,45477.0,0
Male,55,0,1-2 Year,Yes,29636.0,1
Female,39,0,1-2 Year,Yes,40623.0,1
Female,24,1,< 1 Year,No,29429.0,0
Male,57,0,> 2 Years,Yes,40832.0,0
Male,52,0,1-2 Year,Yes,33229.0,1
Female,22,0,< 1 Year,Yes,59708.0,0
Female,24,1,< 1 Year,No,47080.0,0
Male,43,1,1-2 Year,No,2630.0,0
Male,58,0,1-2 Year,Yes,38589.0,0
Male,46,0,1-2 Year,Yes,23877.0,1
Male,22,1,< 1 Year,No,43598.0,0
Female,25,1,< 1 Year,No,42371.0,0
Male,20,0,< 1 Year,No,33114.0,0
Female,25,1,< 1 Year,No,2630.0,0
Male,58,0,> 2 Years,Yes,32691.0,1
Female,42,0,1-2 Year,Yes,36809.0,0
Male,33,0,1-2 Year,Yes,25278.0,1
Male,26,0,< 1 Year,Yes,36477.0,1
Male,22,0,< 1 Year,Yes,2630.0,1
Male,32,1,1-2 Year,Yes,2630.0,0
Male,49,0,> 2 Years,Yes,39256.0,1
Male,22,1,< 1 Year,No,18065.0,0
Female,41,0,1-2 Year,Yes,2630.0,0
Male,66,1,1-2 Year,No,32216.0,0
Male,23,0,< 1 Year,Yes,58750.0,0
Male,36,0,1-2 Year,Yes,28910.0,0
Female,27,0,< 1 Year,Yes,25270.0,0
Male,20,1,< 1 Year,No,51005.0,0
Female,23,1,< 1 Year,No,26334.0,0
Male,22,1,< 1 Year,No,50338.0,0
Male,52,0,> 2 Years,Yes,62178.0,1
Male,41,0,1-2 Year,Yes,32799.0,0
Male,52,0,1-2 Year,Yes,34105.0,1
Male,40,0,1-2 Year,Yes,24470.0,0
Male,45,1,1-2 Year,No,57345.0,0
Male,26,1,< 1 Year,Yes,36158.0,0
Female,47,1,1-2 Year,No,41083.0,0
Male,31,0,< 1 Year,Yes,49663.0,1
Female,65,1,1-2 Year,No,55354.0,0
Female,52,0,1-2 Year,Yes,2630.0,1
Male,23,1,< 1 Year,No,31309.0,0
Female,32,0,1-2 Year,No,2630.0,1
Male,42,0,> 2 Years,Yes,2630.0,0
Male,24,1,< 1 Year,No,30152.0,0
Male,25,1,< 1 Year,No,26574.0,0
Male,34,0,1-2 Year,Yes,44163.0,0
Male,27,1,< 1 Year,No,36702.0,0
Male,48,1,1-2 Year,No,35596.0,0
Male,32,0,< 1 Year,No,2630.0,0
Male,79,1,1-2 Year,No,35745.0,0
Female,26,1,< 1 Year,No,42849.0,0
Female,20,0,< 1 Year,No,29775.0,0
Male,25,1,< 1 Year,No,43130.0,0
Female,53,0,1-2 Year,No,38004.0,0
Male,23,1,< 1 Year,No,37182.0,0
Male,52,0,> 2 Years,Yes,2630.0,1
Female,25,1,< 1 Year,No,38105.0,0
Male,21,1,< 1 Year,Yes,2630.0,0
Female,38,1,1-2 Year,No,2630.0,0
Female,32,0,< 1 Year,Yes,30587.0,0
Male,51,0,> 2 Years,Yes,50661.0,1
Male,41,0,1-2 Year,Yes,32672.0,0
Male,22,1,< 1 Year,No,41683.0,0
Female,24,1,< 1 Year,No,21153.0,0
Female,42,0,1-2 Year,Yes,47300.0,0
Male,29,0,< 1 Year,Yes,2630.0,0
Male,49,0,1-2 Year,Yes,34826.0,1
Female,61,1,1-2 Year,No,24044.0,0
Female,21,1,< 1 Year,No,36222.0,0
Male,46,1,1-2 Year,No,29197.0,0
Female,21,1,< 1 Year,No,33464.0,0
Male,51,0,1-2 Year,Yes,31376.0,0
Male,57,0,1-2 Year,Yes,46176.0,0
Female,41,1,1-2 Year,No,30886.0,0
Female,25,1,< 1 Year,No,27750.0,0
Female,28,1,< 1 Year,No,42000.0,0
Male,25,1,< 1 Year,No,25140.0,0
Male,67,0,1-2 Year,Yes,2630.0,0
Female,23,1,< 1 Year,No,38103.0,0
Male,39,0,1-2 Year,Yes,34354.0,0
Female,73,0,1-2 Year,Yes,2630.0,0
Male,26,0,< 1 Year,Yes,39244.0,0
Male,26,0,< 1 Year,Yes,40577.0,0
Male,50,0,1-2 Year,Yes,32387.0,0
Female,64,0,1-2 Year,Yes,31069.0,0
Female,23,1,< 1 Year,No,26722.0,0
Male,48,0,1-2 Year,Yes,26499.0,0
Female,79,1,1-2 Year,No,38948.0,0
Female,45,0,1-2 Year,Yes,42386.0,1
Female,43,1,1-2 Year,No,43791.0,0
Male,25,0,1-2 Year,Yes,27492.0,0
Male,26,1,< 1 Year,No,25051.0,0
Male,54,0,1-2 Year,Yes,59191.0,0
Male,45,1,1-2 Year,No,38163.0,0
Female,35,0,1-2 Year,Yes,2630.0,0
Male,52,0,> 2 Years,Yes,2630.0,0
Male,20,1,< 1 Year,No,23955.0,0
Female,24,0,< 1 Year,Yes,43488.0,0
Male,41,0,1-2 Year,Yes,2630.0,1
Male,71,1,1-2 Year,No,36994.0,0
Male,25,0,< 1 Year,Yes,24979.0,0
Female,27,0,< 1 Year,Yes,42239.0,0
Male,22,1,< 1 Year,No,16860.0,0
Male,53,0,1-2 Year,Yes,25426.0,0
Male,40,0,1-2 Year,Yes,26418.0,0
Female,23,1,< 1 Year,Yes,21870.0,0
Male,21,0,1-2 Year,Yes,2630.0,0
Female,25,0,< 1 Year,Yes,31622.0,0
Female,24,1,< 1 Year,No,20761.0,0
Female,21,1,< 1 Year,No,29073.0,0
Male,24,0,< 1 Year,No,39346.0,0
Male,45,1,1-2 Year,No,37011.0,0
Female,45,1,1-2 Year,No,22594.0,0
